Index,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9
01,0.7313938736979783,0.25020712776012743,0.13514299855485473,-0.05752537265534221,0.011600222532032639,-0.07586615675431897,-0.08239024466722059,-0.0011212578250674532,-0.05939095668726972
02,0.9622810549191144,-0.24120647666746023,-0.008880592589668574,-0.035496304257729476,0.021259566965649495,0.046978771801730664,0.020909185022446795,0.027049237101687024,0.03436982761205256
03,0.627061388774468,0.0848602478270417,0.11386805039088464,-0.07785978259735578,-0.014223209778120553,-0.07479113334855156,-0.11176113237641551,0.09929161451339431,-0.0450784051417252
05,0.10200261450847047,0.22472255521950485,-0.19462157671608557,-0.042145049211798104,0.03276629054368911,-0.09206819180713721,0.013182181698270042,0.016625216466699465,0.20503929675582905
06,0.8251654263941057,-0.18312196908013212,0.012384590136040867,0.04904401263616439,-0.08108818570011359,0.10681560537497788,0.09414043238780098,0.03540709581059547,0.04683829335029314
07,0.6812350986450889,-0.10596376353873499,-0.059702769514712574,-0.04521664036920116,0.010668749898162033,0.015342569716338862,-0.04246757948329193,0.34272065126698004,0.15853752409274258
08,0.9431148744000982,0.030725964404954703,-0.007507779276319507,-0.042123704431795896,-0.014771662890479815,-0.030084465417076964,-0.05196614671026839,0.006435061575295533,0.04784007475700158
09,0.7979675815350904,-0.004874786583376766,0.23218463807737455,0.28490587024146397,-0.2661651895190219,0.02763317541779534,0.05736361535051042,-0.03338728301029107,0.10073764839380545
10,0.8976956807206318,0.213469009206652,-0.009409966732097676,-0.04645435050137284,-0.005690431188014585,-0.07757131994951207,0.002153456399937769,0.017131706624911338,-0.05535614023522318
11,0.8306917982531479,-0.1706677326594146,0.011314680600331724,0.0110710990096515,-0.025543460670421063,0.022404773481825145,0.07495636173597889,0.00463388489392619,0.020248538807611505
12,0.4019469594060781,0.0379328162324862,0.1455087601927336,0.8748829987025567,0.20809802490388501,0.042981688578130235,-0.001785279674619694,0.08897588833584472,-0.005920340394155754
13,0.4869068395834537,0.23495209437471112,-0.02737269584846723,-0.021080373885870862,-0.038662009438200716,-0.006540084392294849,-0.0434093279967795,0.04684642245519668,-0.08189747308136079
14,0.6298067338544305,0.382466960272929,-0.0928158110354533,-0.049943487658506876,-0.004243693345985202,-0.07930990361342835,-0.025206352201811517,0.14943787312884602,-0.18430582645612395
15,0.5882412081850227,0.38196804767314857,-0.32461928979357324,-0.036087212227849046,0.00976574276855855,-0.12203033027829327,0.00632337170103731,-0.001824753774397126,0.19936811753647318
16,0.38745092162209194,0.0790411356119435,-0.07226302034500533,-0.009871039509287367,-0.006516600569707117,0.026045609969355312,0.0004004911090485978,0.047945313483295206,-0.015187361021123181
17,0.3933687778008534,0.2577811192362544,-0.10904989107271874,0.016809381488650157,0.00998152568558542,-0.02910398102828238,-0.027472350392680533,0.056111259898622014,-0.09714651590461344
18,0.9832828094153518,-0.07611741946852048,-0.026680673205616033,0.011325470349891061,0.04014138486337489,-0.021635668622900672,-0.030792700379559133,0.023568137336215385,-0.06842784100305702
19,0.11015190746434823,0.07038722019126555,0.0933194307034855,0.27721068300201623,-0.17640776542261138,0.043103634125087796,0.09931592624183608,0.02532375544610629,-0.011857698978061382
20,0.7250563486867854,0.12764101596009347,-0.0880468633872826,0.07770383133585286,-0.02256667234973876,-0.07904911363424923,0.04396963392668333,-0.028633465566702803,-0.08879616688360575
21,0.8331159551472863,0.01982027890290992,-0.053049193344404735,0.07310686428162078,0.11979699048128109,-0.1021627052560019,-0.12465655413941622,-0.009760797875062356,-0.23346663272638804
22,0.6275313405599463,0.3192967587781587,-0.1482322997306007,-0.0006049647191713177,0.0603294346739194,-0.05326153437257234,0.23285961329016194,-0.11085029529303372,0.046434084670488415
23,0.9282384830525175,0.045580831723066574,-0.017695783765138078,-0.020314920820126637,-0.03684273912403067,-0.035290728635025,-0.03265368948258319,0.0431809243158617,-0.07601276932579744
24,0.11150418168960584,0.33018082669035437,0.4175771885327303,-0.21024007350876794,0.36516445409792897,-0.04776900660890256,0.510883547226804,0.09750950650906764,-0.0478209667064501
25,0.6927092583330419,0.5099181198042096,-0.0734085859202593,0.0035705655456242918,-0.011448321709885542,0.0237954958909421,0.14000905433289723,0.0623205333834989,-0.0002637521209149078
26,0.4359778436413826,0.5032787375707276,-0.3930136053177093,0.016666051024641068,0.13214107764245475,-0.03841096559165668,0.0329961171784459,-0.2942712021710398,0.21518449514958574
27,0.33804982773978626,0.29930472564613236,-0.18717357366288268,-0.015577031151692509,-0.01067632053127128,0.0017849348196600308,0.05312255300885743,0.03856909171734845,0.07843944544698193
28,0.49017218084580577,0.21278076117505962,-0.074363249525196,0.16870026847946162,-0.11213547940573723,-0.02626075743417341,0.09306877240427565,0.011635115149288257,-0.07864639830678773
29,0.32381000700980345,0.44436280417661284,-0.20480264330993117,0.19356101860449243,-0.10594616597599524,0.08727621512382212,0.16124482316065838,-0.18751867360150157,0.07432499112672152
30,0.5596257053301585,0.36535008793057394,0.3108925679171071,-0.1765614613259248,0.11954633849260689,0.35005012809340214,-0.04477900173951225,-0.08303094747288414,0.045793282571761566
31,0.35486488266663074,0.34345194167594106,-0.16483072682061667,-0.06016400638777926,0.01100261711707357,0.026842933650083722,-0.12801993574018694,0.5848451529235035,0.20594947854728513
32,0.7321495933097881,0.3408230263000349,-0.15880715495573994,-0.05110316668807672,0.018311878685302374,0.17770610427169442,-0.121625845413566,-0.011136385366192549,-0.11510086410777026
33,0.9348540946255386,0.054852503369713417,0.11994543727072421,0.019565819771577127,-0.046064832278593246,-0.03317580331540928,0.01275605184737811,-0.052822263179585036,0.02056339789215903
35,0.8802798446323993,-0.06058636516085947,-0.016296164007429562,-0.03797676126451431,-0.010174327660211646,-0.03872600292352113,-0.05561902126185948,-0.013478054015759048,-0.10244290294653609
36,0.56120146086363,0.6892896051709175,0.20502923800242448,0.0474299270735296,-0.15617981007291087,-0.11609059068257656,-0.11926712458068145,0.01556668793315969,-0.16938042927931202
37,0.9169508451510217,-0.13068880638654826,0.03126453342365121,0.01900967888770366,-0.010904281151123948,0.027672906862242025,0.039811945836984455,0.010263666750649714,0.004965708013097279
38,0.9718256462142555,0.06876932658805006,0.01337377196698253,-0.057510824731548484,-0.0019778652715893826,-0.061553172570676516,-0.0076114594939114795,0.006959848538129212,-0.020063502060702978
39,0.1517150876247583,0.24543836794761376,0.4834174760193174,-0.024544892133559926,-0.22673149448930427,-0.10106125566524583,-0.40286110970288724,-0.14648022696631388,0.19898190724471893
41,0.990242142009064,0.07404068416952349,0.011337267960118552,-0.016448375573970987,-0.0075259800034456065,-0.03176094330076441,-0.02527613253242794,0.01480825621485141,-0.04700260996595554
42,0.9728553421052666,0.08318609386938833,0.07895695919175429,-0.04683343668140896,0.034392952150668725,-0.04174875431208284,-0.007938038413622868,0.002228199160588072,-0.020348909330175073
43,0.9946404565861999,0.058003765841768064,0.0010563317093025555,-0.0199122931477302,0.007026906103420392,-0.03462329059350802,0.009358149419757444,-0.01066575814373575,-0.0223906749909332
45,0.9752181401454867,0.12651379508210597,-0.025293252139767165,-0.025256042506197205,-0.003950431560169541,-0.010215933560381718,-0.02778199309317815,0.030945000133964288,-0.049267701658198985
46,0.9945322354096073,-0.01594099910339299,0.02002285107898875,0.008758908566690666,0.0167863518185269,0.0012969828796659548,0.026734254249140027,0.009076609744950483,0.004574411488915663
47,0.9834754005816527,-0.038093985962323926,-0.03058748252804134,-0.013853933005954297,0.025097631046159013,0.0021596842306837874,0.03149764149951886,-0.03709761908758028,0.01668873293380507
49,0.985379946025032,0.06863919382539245,-0.04574590980326311,0.0075307353675725,-0.03127079182166314,0.057812805623121584,0.018938744657562862,0.010352345025326426,-0.004563314014430815
50,0.3359140073581817,0.2952980264298056,0.6991944270826653,-0.22243758555275545,0.1859777886600329,-0.007650411299636932,0.08994197040603351,0.0021057244162073,0.11765524757809559
51,0.17647265282837166,0.03479931202648478,0.011677600345383635,0.5374643504908163,0.6133144316550165,-0.056406449441057153,-0.25683440587580375,-0.038461617491861125,0.043973674300666364
52,0.9645651780747176,-0.11418886298213744,0.1486234199029802,0.0024514342110066685,0.04148926414992086,0.016203297369946433,-0.11786438218971826,-0.03254227091832665,0.11799306108080634
53,0.9725107278037594,-0.21799678638593334,-0.0054540207063701295,-0.0277113858245941,0.021403386268138692,0.03935800549881282,0.022522710961091156,0.011694979222796246,0.020563604809201868
55,0.9103745435067594,0.1448026800910172,0.10164402361991288,-0.040263533285056476,-0.0658844132769529,-0.06804892848107293,-0.13012098098623975,-0.10073323850198614,0.06391004028860188
56,0.9960638570486351,0.008898356267619359,0.02453838801442841,-0.0320104371961811,-0.0014108044267584997,-0.024510648194633833,-0.04939402118261748,-0.013666080026753416,-0.011300075396405474
58,0.9807502482957212,-0.16511032709032428,-0.044503387348020486,-0.03706968620910127,0.02509645422828371,0.004196219554662222,0.007992317768579,-0.007364689625547442,-0.00663203637214677
59,0.9758203383952174,-0.20566316826025718,-0.0006464148484892356,-0.02552409355951122,0.013999745324468163,0.033591758386920766,0.007380101649833252,0.004426933336524955,0.019753157175120776
60,0.9749445720246459,-0.15012498780123473,-0.018349244874119264,0.04532939200213716,-0.030407949725569566,0.008424332709057165,0.036052331476371026,0.018612116249202827,0.01074133010998353
61,0.9699821795412588,-0.2114225937663731,-0.030369946134582094,-0.029979937042592775,0.032058175113172,0.03299965406528776,0.02841950177120753,-0.030222642261969603,0.046891493449902934
62,0.952341873069185,-0.05057872472745357,-0.09314096780168522,-0.03407680085203445,0.026190089047587035,-0.06521308700114073,-0.021532528376586795,-0.06426139508307672,-0.11589174396092332
63,0.9805676669172249,-0.11404875761170707,-0.050151863870524546,-0.02521342828985127,0.04591375369251941,0.008233967301806774,0.04555508105645772,-0.05771378475922455,0.05849558038583188
