Index,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9
64,0.9703709536013313,-0.1935084984317856,-0.026482970511900426,-0.03978730153368889,0.01918940625502232,0.009234161656535256,-0.0036163399130684348,0.009598419156129712,-0.03327446017636581
65,0.9621363079153278,-0.25501847260088406,-0.0036147828151330687,-0.029745185907566186,0.018530106805203173,0.04700781879305334,0.032645973151462025,0.00655926638039144,0.0373295327468334
66,0.9932553072210366,-0.07366203101079102,-0.005663045195344718,-0.02517433983829588,-0.001919787919837788,0.010967034547817294,-0.0038145824513172474,0.05061609148761785,0.03785544683531557
68,0.9957673454889991,-0.06458693883396698,-0.013606888446714932,-0.022643569763690554,0.009848579754040136,0.0004485311252509616,-0.010639885009992122,-0.027886355425509022,-0.012810238612329597
69,0.9946543213375174,-0.08200000270658152,-0.022449007223633854,-0.02531991731686191,0.00967335774095718,0.016271036961382948,-0.007626306449948078,-0.01238440277109449,0.01326632234158552
70,0.9820742969515242,-0.17780912837667362,-0.019311094292014885,-0.027654000161500894,0.022115127746988227,0.02448106149211885,0.005846321664873913,0.0029061801995628207,-0.009396320140660983
71,0.9951972842004422,-0.043650856355958945,0.004716454923113464,0.0038602182453726223,-0.0024006365711949132,-0.008847966987768546,0.017211322801692082,-0.011379593567793627,-0.01625481936222537
72,0.9155318145539031,-0.14471883495358887,-0.02725327900025679,-0.013059760225885179,-0.007583426208917281,0.00043097570955091856,0.0391813979479944,-0.04768226086610303,-0.004287907923731303
73,0.9844701961325732,-0.16804511389197002,-0.012574576519782924,-0.023736397409897834,0.0193052094561863,0.018939304345504466,0.0011197950653299314,-0.007087540483498283,-0.0017375036651082279
74,0.9944811421520515,0.012722493013389688,-0.03333593865076511,-0.004202608773832268,-0.00521639015707265,-0.02074028968468,-0.005808136362624583,-0.028622719107137505,-0.018864525401115995
75,0.8153574604266619,0.03008115216762554,0.017280678839920793,-0.016025641039054465,-0.00029796933080935905,0.011592916839337917,0.0003535669656273199,0.01639485520007579,-0.04161783666646816
77,0.9786420579682358,-0.02410866791843626,0.007029874678644772,0.027844163025661138,0.04355091102614876,-0.0012014356744281087,-0.007792669814699841,-0.014253262604627344,0.0025063237858528194
78,0.981775009755105,-0.16359485132425053,0.013489152881298587,-0.02744797093785015,0.017862141308014192,0.016187189303995295,0.006222195610699848,-0.03127637241470889,0.057329276342730925
79,0.9935023380783874,-0.08262426270232082,0.021487501730258686,-0.02482844450646577,0.0023287417148777734,0.009808849823178334,-0.004226913714661602,-0.007450061405344205,-0.00410053144827286
80,0.9846974483396143,-0.10559472999023473,0.03657719387317401,-0.02978032587383888,0.007420753900313384,0.027565283316247243,0.0032682518181982086,0.0023649728501519483,0.030059163865782532
81,0.9885682310224765,0.005010317103809522,-0.016381191431570186,0.020503217982922886,-0.018010868456774725,0.023622487791629076,0.016332928776656902,-0.01385047421499984,-0.04534134326690641
82,0.9869825948341202,-0.11185158057067802,-0.0433824438711684,-0.03641928265043524,0.016768263622261824,0.012757032798758889,-0.003762035517953502,-0.019266920124032996,-0.04635489532085486
84,0.9591086342537966,-0.24032273494080483,0.0029917368960433108,-0.025197542084733838,0.025056594545525824,0.05661260238744131,0.020660527581097182,0.014695904357784102,0.02706190795015767
85,0.9961829263489725,0.021230625372122013,0.0043891078409256015,-0.0025928170391266683,-0.00713375258652985,-0.013293106726232679,-0.006974635940695338,-0.015304355310589969,-0.022408766966243852
86,0.9947173029084724,-0.011717630356267831,-0.01788393365148931,-0.019549894532721435,-0.009221998183829912,-0.0035101834978718627,-0.005367344867478729,-0.021595186062635763,-0.020539970223286352
87,0.9401828077013372,-0.08848399138941296,-0.024477940899480168,0.014283396886431144,0.010018523005830837,-0.002085844106464222,0.017321564389274083,-0.025955600045121444,0.0741346225906064
88,0.9204870944690535,0.01691298812138632,-0.0556095762582944,0.009956698420964225,-0.02411734289803491,-0.016268029112782845,0.02863855979918296,-0.07104184011265094,0.07748938029821956
90,0.9893121564996571,-0.11764229861056621,-0.026087690333970636,-0.025080160363975937,0.0056161373404515665,0.008623646078148275,-0.0009154373885804591,0.004128219048199725,-0.010301208976969917
91,0.6010438670249404,0.09847407741623014,-0.011189376221832881,-0.025678819657402752,-0.01727277305384317,-0.036494657934481825,-0.02540573823143578,0.003784120489928995,-0.08870742408293524
92,0.9805179949816438,-0.17749941290367025,0.006310517590812757,-0.02367078405027235,0.03233488936046181,0.017197403418282985,-0.005735274012456587,0.0022958956552137128,0.03615520960120191
93,0.9617474329094433,0.1779296076438236,-0.011524823004670181,-0.039388362081067184,-0.016069715042641174,-0.07027176608140494,-0.0395229039987614,-0.06184839116890057,0.07098744255666037
94,0.44705960730743377,0.0609870235602053,0.177859488644774,0.49742521547824525,-0.3608203792867053,0.1055820569797293,0.21869146577960516,0.08606328285702791,0.023373916893328312
95,0.9671875925514213,0.041634020842517626,0.09438578735153948,0.1337056667676031,-0.13148388500871233,-0.0036769565135377994,0.023990192011812805,0.016612207074020967,0.01598952400607438
96,0.994218782554964,0.00960899611760511,0.045802209048355365,-0.01885281543648064,-0.0029089621060724973,-0.01791558479933983,-0.031434381078635214,-0.019464094939263498,-0.03523482171063116
97,0.045375204747952126,0.3053055381068219,-0.09318913213681156,-0.06603903839995585,0.04433733874014739,0.7563235777647345,-0.13247500330816228,-0.02601105807699244,-0.06941603952049316
98,0.5556214547334544,-0.1463611661749428,-0.004703225663240296,-0.02074393190069552,0.015478518663704428,0.026130306373595927,0.02153519940279536,0.004745179898526355,0.01827393799425155
99,0.9614243615552366,-0.25784630674672465,-0.003581307889318118,-0.03421843937162673,0.02403496971575424,0.049929789012004705,0.02225044365318598,0.013634796874295519,0.03222800518487928
