SIRUTA,F1,F2,F3,F4,F5,F6,F7,F8,F9
1017,0.9610222262871687,4.977211530665047,-0.986214039884042,-0.4695229235406527,-2.4787516772028817,-3.6276534703719077,2.6453581729692397,2.780016741653657,-2.4798104803331045
1071,0.010644034187349573,-0.3299185517861877,-0.5315782753006884,-0.18251868420181117,-0.10677984040532261,1.100949242087787,0.05349900838640898,0.6432947822159312,-0.3273114145475504
1151,0.002531541242628051,0.019618186799222937,-0.6469602002761653,-0.8896058622638141,-0.9275499062924217,-0.07641166693611597,-1.1400118607229068,6.151904618892545,1.4303933102617792
1213,-0.03051141970249552,0.4358662101978415,-0.8134761589599633,0.26238600542659457,-0.002630699629702629,0.2675198684836498,0.457616062825894,0.8258412214768138,0.544514911839445
1348,0.23189680195611545,1.1131041994566098,-1.6104457856461263,-0.01604472722285428,-0.521019267363336,-1.188232468602869,1.2000230883603875,-0.308453940159061,-0.1355941605676351
1455,-0.006360769372000437,0.4758516768654594,-0.7488399671446186,0.1317048677184634,0.46610027417592437,-0.3208570690956223,0.34421975346419414,-0.30315764701320286,0.8285507680277062
1696,0.20884973751599134,0.4508104842162446,-0.5159124703456551,1.21906836976146,2.5409537652234233,0.2873640628458683,-1.0394159204563627,-1.026677300385099,-1.8507191462383836
1794,-0.041395282844492585,-0.0012679456750804112,0.04481067623382448,0.03536543495377314,0.03529638313236067,0.06797584402490166,0.27136268091724297,0.3884172599524249,0.5690416689157215
1874,0.18025752709211376,1.339566301814656,-1.865477861456982,0.6508405185167404,-0.8978404353120308,1.4013946873136012,1.3706958680933055,1.1278842553976955,3.3893704749450495
1936,0.009335381797605295,0.17636831326887586,-0.26796160423539167,-0.18695337929898642,0.48287439977836444,0.3894171751059197,0.04332663891348771,-0.24693829164484002,-0.2749261081613677
2130,-0.055678857247418355,-0.1642068873695589,0.019086542335174733,-0.02399437584190873,-0.012174199379719744,0.0661786723297796,-0.014145764287856346,-0.0024836856477163183,0.0804473701480281
2309,-0.03993638928051569,-0.08590561015515537,-0.00789615942987179,-0.07655869441034696,0.1190668530789631,-0.10442036206369747,-0.13520370588000852,0.20270755948975158,0.3209625320570295
2381,-0.06557325341629941,-0.10462567284289333,0.07684189097966024,-0.0498242857277014,0.04723803695483165,-0.03198152483509119,0.06959397593893858,-0.250829858485091,0.09812940276016137
2577,-0.05628123823916419,-0.11359938466694698,-0.023829726566128556,-0.014517096484007874,-0.058604545791507194,-0.003505789975509779,0.017067729460387544,-0.08982039041600502,0.09358963671815138
2915,0.07475443231861928,0.36494203229306393,-0.04245738238665689,0.20167985399651508,1.2533425516178949,-0.6687270260493536,-0.31274270234983115,-0.8108034969438028,-0.520999643349489
2988,-0.04728261676143796,-0.11092288053899153,-0.07824867144503185,-0.05384955441246845,0.07678598082268974,0.047740677651257515,-0.06597850840494272,-0.13271864430931193,-0.0600582555910225
3039,0.009076221983204177,0.5527523908465602,-0.21887957607557257,0.567974250442056,1.3580601817550348,0.6501788319676389,-0.5272917311605271,1.8543633562565502,-0.24451656657916276
3397,-0.05854264321781206,-0.15405936953860122,-0.0034447387317052274,-0.035859239776475045,0.01997473085158309,0.015771330011197446,-0.03278243817039266,-0.07387542124553752,0.0031257635958798356
3459,-0.05721089100133745,-0.1353797563306588,-0.01559445657469008,-0.038377341127532334,0.02673428366799292,-0.0081372375073301,-0.027237288493979266,-0.06269499848458253,0.08158118300504995
3761,-0.058269853368756445,-0.15366156839315415,-0.0012024296859116938,-0.036597125255788406,0.018498940682591735,0.012718178163381985,-0.02973119985170474,-0.07351523754045845,0.003044994565702772
3805,-0.02921903200632495,0.0202427457484254,-0.09823686938692291,-0.2235155151877296,0.4200934136718265,-0.0894535256569306,0.02369911685194926,-0.1439636296150433,-0.043471292212288556
3841,-0.05604954767692196,-0.15113795065084945,-0.018332676762513128,-0.014506468705736885,0.018658080548076172,-0.002845563618731325,-0.036581623118501876,-0.11822587543375544,-0.009016370797461246
3958,-0.05580268790660133,-0.15314097563060614,-0.022152416341954334,0.0016051862000651892,0.019094904108445953,-0.02422658517862457,-0.01778799589492968,-0.15183983884860588,0.028206148477599433
4008,-0.05400751718865562,-0.14205710503763752,0.00013890737615809782,-0.03884005399249802,0.027302764113893218,-0.0066921497259466575,-0.03999069847721259,-0.036435165307013885,0.002585852963834998
4106,-0.0543378938794292,-0.17867669637368766,-0.030993150800255415,0.026168449154822103,-0.25641908608964437,0.07507598776349574,-0.038286605829413504,-0.1312352875167506,-0.23861993720298197
4142,-0.05063113287783088,-0.13416071234679888,-0.015476949998100537,-0.10178358301987145,-0.041706306004194664,0.09570321897291952,-0.06863578087383991,0.07786179079115325,-0.1655333943578452
4188,-0.05438843999091316,-0.13984299367739111,0.006151692095619859,-0.033765532154926704,0.0052570100906868065,0.0071661631538268026,0.0009650494920482392,-0.06462075051314191,-0.0001808961920678057
4240,-0.04786417572134353,-0.06671322927402813,0.049171842264442406,-0.05260606143464911,-0.018790607919571534,-0.10056757289571429,0.17371070494916924,0.021387578496980884,0.07606050399592289
4268,-0.0589686236239605,-0.15557857551628657,0.023188134636088237,-0.04401188691072678,0.013622467007199721,-0.016082159757093303,0.004381347733540272,-0.057855557881853405,0.0375952586775226
4302,-0.05874882213969305,-0.14268358331786007,-0.06159392694555273,-0.04943430806222105,0.038116935264265524,0.04129958134066973,-0.021207309760048913,-0.040369375906972906,-0.06415281277477629
4366,-0.1796413381883696,-0.46157487315722945,0.08872972705610552,-0.07181983655979043,-0.5959644249989562,1.083896081860159,0.6805664756538015,0.0041272996950615015,1.3101571209018188
4482,-0.06421366611842175,-0.16907602984278164,0.017862600428269287,-0.015992279207955352,-0.027342257043986396,0.10149182287135379,0.06220745119706939,-0.008352808737698428,0.23098634933624512
4525,-0.04846870197270899,-0.1374428414710152,0.0012347252749146105,-0.05582721062791957,0.05133342364648553,-0.01562921855182832,-0.10533827530675167,0.05119771161954519,0.1275093456417181
4703,-0.061373162258689835,-0.15691156254163935,-0.000724384445214416,-0.04200871122477574,0.02031097899309765,0.0021682887446711906,-0.0074504293936759535,-0.0578362871917503,0.03541741989000695
4767,-0.050856252778493434,-0.13232210829402052,-0.0027574886380183077,0.0023203111793345887,0.07936903688937326,0.009347013849048472,-0.1091102624090002,-0.02084378709584781,0.022765967339051577
4927,-0.11048184589225532,-0.19762714636962875,-0.23243071882489094,-0.2114101129173903,-0.14933661237226425,0.1209063428268667,0.3089933207037769,0.054456557384612934,0.3061801800132486
4981,-0.05884368438287264,-0.15042610574427917,-0.011283231031556235,-0.029499063871880483,0.016840996538858965,0.006281435641586967,-0.027562398843795237,-0.07097824934974976,0.0092129150172731
5103,-0.08969279550979686,-0.22287757381434775,0.2284311335558704,-0.10096027831539389,0.07449298954641816,-0.09715301647399957,0.20178496552628217,0.10681988117582748,0.5906323860751794
5167,-0.06626491545339758,-0.1840611282499629,0.0009614269856828278,-0.04819710657113469,-0.03227784005097655,0.08067752861745965,0.0027556088229879843,-0.00413904510179556,-0.01214837479839452
5210,-0.07295967914596546,-0.14512803340274527,0.034315859769794926,-0.04288901278863542,0.028488521623342155,0.06277762849214312,0.05441450863780057,-0.06947355715742319,0.29059707554514913
5309,-0.04858681331104369,-0.11810609763623915,-0.00043888063607036614,-0.11768001421518859,-0.04521313504155588,-0.16976583194725997,0.07108527195633375,0.12771419791655533,0.22511285086293792
